DISTRICT/MONTH,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL
GAJAPATI,5.2172,19.2213,35.2573,43.4401,75.1277,110.7694,132.3521,143.3906,124.389,77.8736,33.0606,2.8557,802.9546
GANDERWAL,31.1384,37.7835,57.1146,47.6687,37.3442,20.5393,30.5344,33.445,16.695,17.409,15.9262,24.3286,369.9269
GANDHINAGAR,0.4943,0.3295,0.3844,0.2197,3.7344,39.7056,154.0996,122.6317,76.5555,10.1598,3.6246,1.4279,413.367
GANJAM,7.3041,12.4664,16.6401,22.7909,46.845,87.2096,120.38,134.5488,115.5473,108.9571,38.8819,4.8328,716.404
GARHWA,8.7869,5.2721,5.8213,3.7344,5.7664,66.3957,158.2185,160.7996,124.1144,28.8868,1.4279,2.9106,572.1346
GARHWAL PAURI,23.6696,18.2327,19.4959,10.6541,21.0336,67.8236,248.5035,243.6707,106.4309,30.5893,4.0639,9.8303,803.9981
GARHWAL TEHRI,29.9852,28.6671,30.9188,17.409,30.6991,74.7982,204.02,201.3839,94.8432,26.5803,5.6565,15.6516,760.6129
GAUTAM BUDDHA,10.5442,5.1074,6.8098,2.7459,3.2951,20.2647,99.7858,125.5423,68.9769,19.6606,1.8672,2.9656,367.5655
GAYA,8.018,5.9861,4.7779,3.35,9.8852,70.4047,163.7103,149.3218,99.1268,29.4909,4.1188,3.1303,551.3208
GHAZIABAD,10.7639,10.05,9.8852,3.35,6.8647,24.4934,117.2497,140.3701,70.2949,20.3196,2.7459,4.4483,420.8357
GHAZIPUR,8.6221,5.1623,4.3934,2.5811,7.6336,54.2589,146.466,167.884,116.3161,27.0196,5.2721,1.2631,546.8723
GIRIDIH,6.3156,5.4369,7.5238,9.8852,22.2967,113.4055,188.3135,151.4636,131.6931,44.0991,4.3934,3.1303,687.9567
GOALPARA,6.9746,11.2033,28.063,107.9686,219.5618,311.8238,276.1272,183.7553,167.4447,86.6055,11.9172,2.8557,1414.3007
GODDA,6.3156,5.4369,5.9861,11.368,29.8753,93.7449,161.7332,138.9423,123.5653,43.2204,4.3934,3.8992,628.4806
GOLAGHAT,9.2811,16.2008,35.8065,74.6334,134.8784,139.6013,172.8266,149.0472,114.9432,56.9499,10.7639,8.0729,923.0052
GONDA,9.2811,5.1623,4.5582,3.4598,12.2467,79.631,184.1946,173.8701,126.421,32.4565,0.8787,4.9426,637.1026
GONDIA,8.3475,6.1508,8.9516,4.9975,4.6131,95.6121,229.6117,233.0166,116.5907,32.3466,5.8762,6.6451,752.7595
GOPALGANJ,8.1828,5.7664,3.8443,6.8647,17.3541,85.3424,170.1356,167.1152,121.039,30.6991,3.2951,3.9541,623.5928
GORAKHPUR,10.3795,5.9861,5.9861,6.3156,14.9377,91.658,204.5143,210.9946,138.3931,37.9483,3.5147,4.3385,734.9665
GULBARGA,2.3615,1.5926,3.4049,10.8188,19.9901,61.9474,85.7268,92.0424,101.0489,57.8285,11.4229,2.4713,450.6561
GUMLA,12.1918,11.2033,10.4893,14.0041,25.8663,125.762,204.679,188.4782,138.448,37.5089,7.1393,4.7779,780.5481
GUNA,6.6451,3.8992,3.4598,1.4828,4.7229,47.9433,184.8536,195.5077,89.5711,15.7065,5.8213,5.1074,564.7207
GUNTUR,3.0205,4.2287,4.2287,8.2377,32.0721,49.5359,80.8941,85.3424,82.4318,79.0269,41.6278,7.9631,478.6097
GURDASPUR,32.9507,27.404,29.5458,14.1139,11.6975,31.3581,178.2635,175.6824,69.3064,20.4295,6.041,14.1688,610.9616
GURGAON,5.6016,6.4254,3.8443,3.5147,7.6336,20.8688,92.8112,101.7079,43.9892,6.9746,3.0205,2.3615,298.7533
GWALIOR,7.9631,4.7229,3.0205,2.032,4.5033,39.4311,141.6882,159.0971,93.9645,22.7909,2.8008,4.5033,486.5177
HAILAKANDI,4.009,23.0655,67.9884,131.2538,228.5683,258.3338,234.3896,223.4609,174.0897,82.7064,20.045,4.9975,1452.9079
HAMIRPUR,8.8418,6.3156,2.9106,1.1533,3.6795,41.9024,135.4275,170.1356,90.1752,18.2877,2.1418,3.2951,484.2661
HAMIRPUR,40.0901,33.7196,32.4565,14.8828,23.4499,78.6973,211.3241,214.8388,87.649,22.5713,7.6336,17.0245,784.3375
HANUMANGARH,4.1188,4.7229,3.1303,2.691,7.1393,17.6836,56.7851,45.8015,18.3975,1.8672,1.977,1.318,165.6322
